날짜,시가,고가,저가,종가,거래량,등락률
2023-07-26,10400,10400,9210,9810,58454,-4.757281553398058
2023-07-27,9700,10090,9560,9900,16265,0.9174311926605505
2023-07-28,9900,10000,9690,10000,12523,1.0101010101010102
2023-07-31,10000,10120,9910,10110,13723,1.0999999999999999
2023-08-01,10110,10200,9990,10000,14414,-1.0880316518298714
2023-08-02,10000,10140,9950,10050,10236,0.5
2023-08-03,10050,10200,9950,10120,9093,0.6965174129353234
2023-08-04,10120,10190,10000,10000,10216,-1.185770750988142
2023-08-07,9950,9990,9400,9500,45905,-5.0
2023-08-08,9450,9850,9300,9770,26249,2.8421052631578947
2023-08-09,9880,10000,9590,9930,18539,1.6376663254861823
2023-08-10,10000,10000,9790,9810,13750,-1.2084592145015105
2023-08-11,9880,10500,9880,10310,24043,5.09683995922528
2023-08-14,10310,10600,10110,10500,20182,1.842870999030068
2023-08-16,10410,10410,10010,10010,17433,-4.666666666666667
2023-08-17,10150,10150,9640,9900,22715,-1.098901098901099
2023-08-18,9850,9850,9490,9720,16688,-1.8181818181818181
2023-08-21,9690,9870,9630,9810,9281,0.9259259259259258
2023-08-22,9870,9870,9420,9730,7230,-0.8154943934760449
2023-08-23,9730,9990,9520,9870,11820,1.4388489208633095
2023-08-24,9900,12830,9870,12830,229513,29.989868287740627
2023-08-25,15900,16500,13410,13970,1272626,8.885424785658614
2023-08-28,14750,16960,13550,14050,1124996,0.5726556907659269
2023-08-29,13900,15160,13900,14700,234156,4.6263345195729535
2023-08-30,14950,14950,14500,14710,70166,0.06802721088435373
2023-08-31,14950,15350,14950,15110,60167,2.719238613188307
2023-09-01,15230,15500,14880,14880,70142,-1.5221707478491064
2023-09-04,14880,15160,13900,13900,92017,-6.586021505376344
2023-09-05,13900,15500,13690,14260,187239,2.5899280575539567
2023-09-06,14260,14480,13900,14480,37489,1.5427769985974753
2023-09-07,14480,14650,13800,14190,37797,-2.0027624309392267
2023-09-08,14150,14380,13980,14270,19926,0.5637773079633545
2023-09-11,14350,14710,13700,14590,48686,2.242466713384723
2023-09-12,14430,14730,13930,13930,33608,-4.523646333104867
2023-09-13,13930,14380,13600,14160,37793,1.6511127063890882
2023-09-14,14450,14450,13910,14250,17001,0.6355932203389831
2023-09-15,14250,15230,13910,14850,65485,4.2105263157894735
2023-09-18,14850,16150,14840,15170,133634,2.154882154882155
2023-09-19,15180,15370,14300,14830,48035,-2.2412656558998023
2023-09-20,14730,14840,14310,14600,20030,-1.5509103169251517
2023-09-21,14310,14550,13920,14010,25873,-4.041095890410959
2023-09-22,13750,14180,13700,14020,17324,0.07137758743754462
2023-09-25,13900,14400,13740,13880,21446,-0.9985734664764622
2023-09-26,13930,14150,13700,13970,12975,0.6484149855907781
2023-09-27,14040,14500,13970,14340,17440,2.6485325697924123
2023-10-04,14030,14150,13740,13990,22925,-2.4407252440725244
2023-10-05,14000,14230,14000,14140,9310,1.0721944245889923
2023-10-06,14040,15120,14040,14760,33874,4.384724186704385
2023-10-10,15050,15100,13630,13900,37700,-5.826558265582656
2023-10-11,13900,14100,13850,13940,7748,0.28776978417266186
2023-10-12,13890,14020,13070,13560,25295,-2.72596843615495
2023-10-13,13350,13680,12900,13100,26386,-3.392330383480826
2023-10-16,12850,13100,12610,12810,21602,-2.213740458015267
2023-10-17,12820,13180,12310,12520,33933,-2.2638563622170182
2023-10-18,12600,12600,11850,12000,32054,-4.15335463258786
2023-10-19,11970,11970,11490,11600,15140,-3.3333333333333335
2023-10-20,11500,11840,11000,11500,27123,-0.8620689655172413
2023-10-23,11200,11540,11040,11230,19441,-2.3478260869565215
2023-10-24,11280,11790,10980,11650,15115,3.7399821905609976
2023-10-25,11970,11970,11270,11450,6085,-1.7167381974248928
2023-10-26,11130,11590,11040,11570,7037,1.0480349344978166
2023-10-27,11360,11530,10990,11140,18401,-3.7165082108902334
2023-10-30,11070,11300,10830,10980,7859,-1.436265709156194
2023-10-31,11360,11360,10500,10650,16866,-3.0054644808743167
2023-11-01,10670,10860,10560,10620,7203,-0.28169014084507044
2023-11-02,10730,11030,10710,10930,11859,2.919020715630885
2023-11-03,11190,12640,10930,11370,158520,4.025617566331198
2023-11-06,11650,11650,11260,11500,18195,1.1433597185576077
2023-11-07,11660,11660,11200,11410,13671,-0.782608695652174
2023-11-08,11410,11800,11290,11600,13028,1.6652059596844873
2023-11-09,11600,11750,11500,11500,11918,-0.8620689655172413
2023-11-10,11650,12480,11500,12300,40678,6.956521739130435
2023-11-13,12300,12420,11800,11800,20822,-4.0650406504065035
2023-11-14,11800,12000,11800,11830,4733,0.2542372881355932
2023-11-15,11840,12460,11840,12300,16328,3.9729501267962806
2023-11-16,12300,12620,12100,12290,7100,-0.08130081300813008
2023-11-17,12290,12290,11930,12040,6848,-2.034174125305126
2023-11-20,12040,12750,12030,12380,18839,2.823920265780731
2023-11-21,12400,12480,12220,12400,8532,0.16155088852988692
2023-11-22,12450,12450,12000,12190,9124,-1.6935483870967745
2023-11-23,12190,12220,12050,12190,8873,0.0
2023-11-24,12210,12540,12070,12400,23190,1.7227235438884332
2023-11-27,12370,12550,11860,12190,17780,-1.6935483870967745
2023-11-28,12270,12270,11960,12070,6689,-0.9844134536505332
2023-11-29,12000,14180,12000,14180,138103,17.48135874067937
2023-11-30,13900,14980,13860,14900,84412,5.077574047954866
2023-12-01,14710,15200,14610,14900,34803,0.0
2023-12-04,14610,15040,14160,14630,21774,-1.8120805369127517
2023-12-05,14630,15030,14300,14900,26627,1.845522898154477
2023-12-06,14580,15470,14580,15160,32456,1.74496644295302
2023-12-07,15300,15440,15090,15190,24977,0.1978891820580475
2023-12-08,15190,15240,14640,14780,24612,-2.699144173798552
2023-12-11,14640,15350,14550,15330,26483,3.7212449255751014
2023-12-12,15570,16650,15330,16430,96231,7.175472928897586
2023-12-13,16750,17430,16520,16800,110376,2.251978088861838
2023-12-14,17070,17670,16350,16450,73572,-2.083333333333333
2023-12-15,16350,17000,16350,16650,41889,1.21580547112462
2023-12-18,16700,17940,16450,17620,82519,5.8258258258258255
2023-12-19,17620,19800,17070,19550,200055,10.953461975028377
2023-12-20,19900,24050,19800,23400,544794,19.69309462915601
2023-12-21,23100,23100,18390,19000,654081,-18.803418803418804
2023-12-22,19260,20550,18740,19370,219198,1.9473684210526316
2023-12-26,19100,19530,18900,19040,77033,-1.7036654620547238
2023-12-27,19020,19830,18600,19270,72276,1.207983193277311
2023-12-28,19180,19580,18990,19390,44154,0.6227296315516346
2024-01-02,19690,21200,19210,21100,96107,8.818978855079939
2024-01-03,20100,21050,19430,20750,108029,-1.6587677725118484
2024-01-04,20450,21500,20150,21200,56641,2.1686746987951806
2024-01-05,21200,21850,19980,20150,86062,-4.952830188679245
2024-01-08,20000,20150,19010,19200,73128,-4.714640198511166
2024-01-09,19210,19410,18840,19150,33411,-0.26041666666666663
2024-01-10,19180,19700,19130,19630,20733,2.506527415143603
2024-01-11,19400,19580,18870,19100,27059,-2.6999490575649516
2024-01-12,19270,19350,18510,18700,17911,-2.094240837696335
2024-01-15,18700,19800,18600,19490,40612,4.224598930481283
2024-01-16,19580,19800,19010,19340,18272,-0.7696254489481785
2024-01-17,19340,19500,17420,18920,24196,-2.1716649431230612
2024-01-18,18920,19260,18600,18970,19400,0.2642706131078224
2024-01-19,18980,19090,17720,18080,31535,-4.691618344754876
2024-01-22,18220,18220,16900,17540,40032,-2.9867256637168142
2024-01-23,17120,17800,16330,17290,69155,-1.4253135689851768
2024-01-24,17150,17800,17150,17320,20252,0.1735106998264893
2024-01-25,17210,17440,16330,16980,54978,-1.9630484988452657
2024-01-26,16960,16980,16610,16770,22873,-1.2367491166077738
2024-01-29,16700,16760,15960,16070,51992,-4.174120453190221
2024-01-30,16190,16340,15670,16100,26891,0.18668326073428748
2024-01-31,16100,16100,15300,15390,40310,-4.409937888198757
2024-02-01,15490,15680,14960,15350,29638,-0.2599090318388564
2024-02-02,15210,16850,15210,16850,72533,9.77198697068404
2024-02-05,17190,19570,16940,17250,255510,2.3738872403560833
2024-02-06,17420,17650,15980,16010,83958,-7.188405797101449
2024-02-07,16000,16030,15500,15630,34803,-2.373516552154903
2024-02-08,15600,16730,15350,16590,33400,6.142034548944338
2024-02-13,16600,17220,16180,16990,25402,2.4110910186859553
2024-02-14,16800,17220,16410,17000,35610,0.05885815185403178
2024-02-15,17100,17200,16550,16830,14591,-1.0
2024-02-16,16830,17050,16610,16750,11406,-0.4753416518122401
2024-02-19,16800,16870,16300,16500,24272,-1.4925373134328357
2024-02-20,16500,16950,16200,16500,18662,0.0
2024-02-21,16590,16590,16030,16220,15123,-1.6969696969696972
2024-02-22,16240,16380,15880,16100,17949,-0.7398273736128237
2024-02-23,16200,16730,16000,16140,27790,0.2484472049689441
2024-02-26,16130,16450,16000,16260,15637,0.7434944237918215
2024-02-27,16280,16350,15840,16250,15391,-0.06150061500615006
2024-02-28,16200,16550,16110,16300,12410,0.3076923076923077
2024-02-29,16260,16450,16050,16200,9607,-0.6134969325153374
2024-03-04,16200,16230,15890,15950,13952,-1.5432098765432098
2024-03-05,15950,15960,15220,15800,25719,-0.9404388714733543
2024-03-06,15780,16290,15620,16100,15647,1.89873417721519
2024-03-07,16100,16200,15600,15720,20603,-2.360248447204969
2024-03-08,15610,16750,15400,16740,37808,6.488549618320611
2024-03-11,16610,16970,16010,16450,22306,-1.7323775388291516
2024-03-12,16500,16550,16100,16300,11234,-0.911854103343465
2024-03-13,16400,16580,16000,16290,13060,-0.06134969325153375
2024-03-14,16400,17510,16290,17290,52647,6.138735420503377
2024-03-15,17500,17540,16950,16950,27421,-1.9664545980335453
2024-03-18,17000,18110,16760,17830,46383,5.191740412979351
2024-03-19,17830,18400,17730,18080,32631,1.4021312394840157
2024-03-20,18030,18660,17840,18260,43010,0.995575221238938
2024-03-21,18260,18480,17970,18200,21884,-0.32858707557502737
2024-03-22,18050,18280,17710,18100,17221,-0.5494505494505495
2024-03-25,18180,18640,17700,18400,25650,1.6574585635359116
2024-03-26,18290,18400,17940,18300,29975,-0.5434782608695652
2024-03-27,18250,18480,17980,18370,25735,0.3825136612021858
2024-03-28,18370,18520,17500,17600,33306,-4.191616766467066
2024-03-29,17600,17730,17000,17230,23730,-2.102272727272727
2024-04-01,17230,17390,16900,17100,21407,-0.7544979686593152
2024-04-02,17020,17020,16260,16410,30635,-4.035087719298246
2024-04-03,16410,17000,16000,16870,24948,2.803168799512492
2024-04-04,16870,16890,16420,16880,16627,0.05927682276229994
2024-04-05,16860,17100,16200,16800,20898,-0.47393364928909953
2024-04-08,16570,16700,16180,16300,12437,-2.976190476190476
2024-04-09,16300,17000,16190,16870,12205,3.496932515337423
2024-04-11,16970,17140,16390,16430,16350,-2.6081802015411975
2024-04-12,16530,16640,16220,16570,12445,0.852099817407182
2024-04-15,16560,20500,16160,18100,379309,9.233554616777308
2024-04-16,17360,17700,16100,16410,112010,-9.337016574585636
2024-04-17,16460,18900,16300,18020,184837,9.811090798293723
2024-04-18,18000,18200,17010,17750,64636,-1.4983351831298557
2024-04-19,17570,19880,17490,19580,298372,10.309859154929578
2024-04-22,20000,22300,19620,22250,406976,13.636363636363635
2024-04-23,22050,23250,21250,22000,204253,-1.1235955056179776
2024-04-24,21750,22400,21100,21450,94024,-2.5
2024-04-25,21400,21450,19600,19870,125189,-7.365967365967366
2024-04-26,19780,19780,18360,18510,101163,-6.844489179667841
2024-04-29,18510,18870,18200,18740,53276,1.242571582928147
2024-04-30,18610,19250,18500,18800,48241,0.32017075773745995
2024-05-02,18840,19620,18530,18780,64104,-0.10638297872340426
2024-05-03,18790,19600,18620,19130,108512,1.863684771033014
2024-05-07,18950,19130,17500,17810,110025,-6.9001568217459495
2024-05-08,17810,17940,17520,17750,25322,-0.3368893879842785
2024-05-09,17580,18150,17580,17860,20825,0.6197183098591549
2024-05-10,17800,17850,17450,17730,18265,-0.7278835386338186
2024-05-13,17810,17810,17220,17430,24859,-1.6920473773265652
2024-05-14,17310,17650,17120,17370,20174,-0.34423407917383825
2024-05-16,17360,17580,17160,17350,19310,-0.11514104778353484
2024-05-17,17350,17560,17000,17560,19642,1.2103746397694526
2024-05-20,17620,17620,17120,17220,17075,-1.9362186788154898
2024-05-21,17250,18770,17250,18250,70745,5.981416957026713
2024-05-22,18200,18500,18040,18420,21976,0.9315068493150684
2024-05-23,18400,18400,17940,18080,17241,-1.8458197611292075
2024-05-24,17960,18300,17780,17930,15603,-0.8296460176991152
2024-05-27,17800,18120,17750,18000,21387,0.39040713887339656
2024-05-28,18000,18370,17800,18220,20048,1.2222222222222223
2024-05-29,18220,18270,17550,17810,17289,-2.250274423710209
2024-05-30,17700,18000,17260,17500,19293,-1.7405951712521055
2024-05-31,17400,17610,17060,17100,16923,-2.2857142857142856
2024-06-03,17010,17490,17000,17490,12354,2.280701754385965
2024-06-04,17400,17600,17260,17500,7626,0.05717552887364208
2024-06-05,17400,17470,17070,17140,16375,-2.057142857142857
