날짜,KRX_Close,KOSPI_Close,KOSDAQ_Close,Gold_Close,Exchange_Rate
2019-07-22 00:00:00,2093.34,2035.5,674.78,1425.300048828125,
2019-07-23 00:00:00,2101.45,2046.36,668.65,1420.0999755859375,
2019-07-24 00:00:00,2082.3,2027.66,659.83,1422.800048828125,
2019-07-25 00:00:00,2074.48,2024.11,652.4,1413.9000244140625,
2019-07-26 00:00:00,2066.26,2017.51,644.59,1418.5,
2019-07-29 00:00:00,2029.48,1986.79,618.78,1419.5999755859375,
2019-07-30 00:00:00,2038.68,1994.46,625.64,1429.699951171875,
2019-07-31 00:00:00,2024.55,1977.02,630.18,1426.0999755859375,
2019-08-01 00:00:00,2017.34,1971.12,622.26,1420.9000244140625,
2019-08-02 00:00:00,1998.13,1951.65,615.7,1445.5999755859375,
2019-08-05 00:00:00,1946.98,1909.09,569.79,1464.5999755859375,
2019-08-06 00:00:00,1917.5,1880.27,551.5,1472.4000244140625,
2019-08-07 00:00:00,1909.71,1869.02,564.64,1507.300048828125,
2019-08-08 00:00:00,1920.61,1871.18,585.44,1497.699951171875,
2019-08-09 00:00:00,1937.75,1890.54,590.04,1496.5999755859375,
2019-08-12 00:00:00,1942.29,1894.96,594.17,1505.300048828125,
2019-08-13 00:00:00,1925.83,1875.5,590.75,1502.199951171875,
2019-08-14 00:00:00,1938.37,1889.12,597.15,1515.9000244140625,
2019-08-16 00:00:00,1927.17,1880.71,591.57,1512.5,
2019-08-19 00:00:00,1939.9,1890.14,594.65,1500.4000244140625,
2019-08-20 00:00:00,1960.25,1910.65,607.01,1504.5999755859375,
2019-08-21 00:00:00,1964.65,1913.16,615.96,1504.5999755859375,
2019-08-22 00:00:00,1951.01,1898.34,612.25,1497.300048828125,
2019-08-23 00:00:00,1948.3,1897.78,608.98,1526.5999755859375,
2019-08-26 00:00:00,1916.31,1868.7,582.91,1526.300048828125,
2019-08-27 00:00:00,1924.6,1878.29,588.32,1541.0,
2019-08-28 00:00:00,1941.09,1893.38,602.9,1537.800048828125,
2019-08-29 00:00:00,1933.41,1883.78,599.57,1526.5,
2019-08-30 00:00:00,1967.79,1919.65,610.55,1519.0999755859375,
2019-09-02 00:00:00,1969.19,1919.49,619.81,1519.0999755859375,
2019-09-03 00:00:00,1965.69,1913.85,620.02,1545.9000244140625,
2019-09-04 00:00:00,1988.53,1937.64,629.31,1550.300048828125,
2019-09-05 00:00:00,2004.75,1956.88,632.99,1515.4000244140625,
2019-09-06 00:00:00,2009.13,1963.54,631.15,1506.199951171875,
2019-09-09 00:00:00,2019.55,1977.54,625.77,1502.199951171875,
2019-09-10 00:00:00,2032.08,1988.52,623.25,1490.300048828125,
2019-09-11 00:00:00,2049.2,2004.75,630.37,1494.4000244140625,
2019-09-16 00:00:00,2062.22,2014.95,638.59,1503.0999755859375,
2019-09-17 00:00:00,2062.33,2013.7,644.28,1505.0999755859375,
2019-09-18 00:00:00,2070.73,2022.92,645.12,1507.5,
2019-09-19 00:00:00,2080.35,2035.12,645.71,1498.4000244140625,
2019-09-20 00:00:00,2091.52,2047.16,649.07,1507.300048828125,
2019-09-23 00:00:00,2091.7,2047.55,645.01,1523.699951171875,
2019-09-24 00:00:00,2101.04,2057.87,641.85,1532.0999755859375,
2019-09-25 00:00:00,2073.39,2033.06,626.76,1504.5999755859375,
2019-09-26 00:00:00,2074.52,2034.57,628.42,1507.5,
2019-09-27 00:00:00,2049.93,2008.33,626.93,1499.0999755859375,
2019-09-30 00:00:00,2063.05,2023.92,621.76,1465.699951171875,
2019-10-01 00:00:00,2072.42,2031.74,632.1,1482.0,
2019-10-02 00:00:00,2031.91,1989.37,624.51,1501.0,
2019-10-04 00:00:00,2020.69,1981.21,621.84,1506.199951171875,
2019-10-07 00:00:00,2021.73,1984.2,627.21,1497.699951171875,
2019-10-08 00:00:00,2046.25,2010.68,635.41,1497.199951171875,
2019-10-10 00:00:00,2028.15,1992.5,634.73,1494.800048828125,
2019-10-11 00:00:00,2044.61,2010.57,632.95,1482.699951171875,
2019-10-14 00:00:00,2067.4,2031.73,641.46,1491.699951171875,
2019-10-15 00:00:00,2068.17,2031.17,646.8,1477.5999755859375,
2019-10-16 00:00:00,2082.83,2045.68,651.96,1488.0,
2019-10-17 00:00:00,2077.94,2041.66,649.29,1492.300048828125,
2019-10-18 00:00:00,2060.69,2020.81,646.69,1488.199951171875,
2019-10-21 00:00:00,2064.84,2026.91,649.18,1482.4000244140625,
2019-10-22 00:00:00,2088.86,2053.08,655.91,1481.699951171875,
2019-10-23 00:00:00,2080.62,2046.55,658.98,1489.9000244140625,
2019-10-24 00:00:00,2085.66,2052.37,658.75,1498.9000244140625,
2019-10-25 00:00:00,2087.89,2055.78,652.37,1499.5,
2019-10-28 00:00:00,2093.6,2060.65,652.42,1490.0,
2019-10-29 00:00:00,2092.69,2059.97,658.3,1487.0,
2019-10-30 00:00:00,2080.27,2047.15,655.04,1493.199951171875,
2019-10-31 00:00:00,2083.48,2049.19,658.52,1511.4000244140625,
2019-11-01 00:00:00,2100.2,2068.45,662.34,1508.0,
2019-11-04 00:00:00,2130.24,2097.44,668.45,1508.0,
2019-11-05 00:00:00,2142.64,2111.36,672.18,1480.800048828125,
2019-11-06 00:00:00,2144.15,2111.62,669.68,1490.199951171875,
2019-11-07 00:00:00,2144.29,2112.11,666.15,1464.199951171875,
2019-11-08 00:00:00,2137.23,2102.51,664.6,1461.300048828125,
2019-11-11 00:00:00,2124.09,2087.8,661.37,1455.5,
2019-11-12 00:00:00,2140.92,2106.67,665.14,1452.0999755859375,
2019-11-13 00:00:00,2122.45,2086.84,661.85,1461.699951171875,
2019-11-14 00:00:00,2139.23,2106.59,663.31,1471.800048828125,
2019-11-15 00:00:00,2162.18,2130.81,668.51,1467.300048828125,
2019-11-18 00:00:00,2160.69,2130.54,669.34,1470.9000244140625,
2019-11-19 00:00:00,2153.24,2123.08,662.53,1473.300048828125,
2019-11-20 00:00:00,2125.32,2095.74,649.87,1473.300048828125,
2019-11-21 00:00:00,2096.6,2067.21,635.99,1463.0999755859375,
2019-11-22 00:00:00,2101.96,2072.92,633.92,1463.0999755859375,
2019-11-25 00:00:00,2123.5,2092.79,647.4,1456.5999755859375,
2019-11-26 00:00:00,2121.35,2087.88,651.59,1459.800048828125,
2019-11-27 00:00:00,2127.85,2096.0,647.39,1453.4000244140625,
2019-11-28 00:00:00,2118.6,2086.32,640.18,1453.4000244140625,
2019-11-29 00:00:00,2087.96,2052.75,632.99,1465.5999755859375,
2019-12-02 00:00:00,2091.92,2058.04,634.5,1462.300048828125,
2019-12-03 00:00:00,2084.07,2050.74,629.58,1478.199951171875,
2019-12-04 00:00:00,2068.89,2036.2,625.27,1474.0,
2019-12-05 00:00:00,2060.74,2028.61,617.6,1476.9000244140625,
2019-12-06 00:00:00,2081.85,2050.94,628.1,1459.0999755859375,
2019-12-09 00:00:00,2088.65,2061.38,627.86,1459.300048828125,
2019-12-10 00:00:00,2098.0,2070.26,627.11,1462.5999755859375,
2019-12-11 00:00:00,2105.62,2077.52,629.13,1469.4000244140625,
2019-12-12 00:00:00,2137.35,2111.58,636.94,1466.699951171875,
2019-12-13 00:00:00,2170.25,2147.85,643.45,1475.5999755859375,
2019-12-16 00:00:00,2168.15,2144.91,644.44,1475.0,
2019-12-17 00:00:00,2195.68,2176.75,650.58,1474.5999755859375,
2019-12-18 00:00:00,2194.76,2176.59,648.95,1472.5999755859375,
2019-12-19 00:00:00,2196.56,2177.74,647.85,1478.199951171875,
2019-12-20 00:00:00,2204.18,2185.7,649.73,1474.699951171875,
2019-12-23 00:00:00,2203.71,2184.91,647.62,1482.5,
2019-12-24 00:00:00,2190.08,2170.38,638.91,1499.0999755859375,
2019-12-26 00:00:00,2197.93,2177.39,652.07,1509.300048828125,
2019-12-27 00:00:00,2204.21,2184.28,661.24,1513.800048828125,
2019-12-30 00:00:00,2197.67,2173.71,669.83,1514.5,
2020-01-02 00:00:00,2175.17,2147.36,674.02,1524.5,
2020-01-03 00:00:00,2176.46,2149.1,669.93,1549.199951171875,
2020-01-06 00:00:00,2155.07,2131.4,655.31,1566.199951171875,
2020-01-07 00:00:00,2175.54,2152.92,663.44,1571.800048828125,
2020-01-08 00:00:00,2151.31,2136.49,640.94,1557.4000244140625,
2020-01-09 00:00:00,2186.45,2170.45,666.09,1551.699951171875,
2020-01-10 00:00:00,2206.39,2190.21,673.03,1557.5,
2020-01-13 00:00:00,2229.26,2213.45,679.22,1548.4000244140625,
2020-01-14 00:00:00,2238.88,2223.8,678.71,1542.4000244140625,
2020-01-15 00:00:00,2230.98,2211.54,679.16,1552.0999755859375,
2020-01-16 00:00:00,2248.05,2231.27,686.52,1549.0,
2020-01-17 00:00:00,2250.57,2235.34,688.41,1558.800048828125,
2020-01-20 00:00:00,2262.64,2251.27,683.47,1558.800048828125,
2020-01-21 00:00:00,2239.69,2226.8,676.52,1556.4000244140625,
2020-01-22 00:00:00,2267.25,2255.32,688.25,1555.300048828125,
2020-01-23 00:00:00,2246.13,2231.81,685.57,1564.5999755859375,
2020-01-28 00:00:00,2176.72,2162.09,664.7,1569.199951171875,
2020-01-29 00:00:00,2185.28,2171.32,670.18,1569.800048828125,
2020-01-30 00:00:00,2148.0,2133.76,656.39,1583.5,
2020-01-31 00:00:00,2119.01,2105.45,642.48,1582.9000244140625,
2020-02-03 00:00:00,2118.88,2106.38,646.85,1577.199951171875,
2020-02-04 00:00:00,2157.9,2147.14,661.24,1550.4000244140625,
2020-02-05 00:00:00,2165.63,2155.86,661.32,1557.800048828125,
2020-02-06 00:00:00,2227.94,2221.89,672.69,1565.0999755859375,
2020-02-07 00:00:00,2211.95,2205.17,672.63,1568.5999755859375,
2020-02-10 00:00:00,2201.07,2192.86,676.07,1574.699951171875,
2020-02-11 00:00:00,2223.12,2215.14,682.34,1565.5999755859375,
2020-02-12 00:00:00,2238.38,2231.69,686.59,1567.4000244140625,
2020-02-13 00:00:00,2232.96,2227.2,687.61,1575.0999755859375,
2020-02-14 00:00:00,2243.59,2240.33,688.91,1582.699951171875,
2020-02-17 00:00:00,2242.17,2238.3,692.59,1582.699951171875,
2020-02-18 00:00:00,2208.88,2203.31,682.92,1600.0,
2020-02-19 00:00:00,2210.34,2205.96,684.78,1607.5,
2020-02-20 00:00:00,2195.5,2192.57,681.66,1616.5999755859375,
2020-02-21 00:00:00,2162.84,2160.94,667.99,1644.5999755859375,
2020-02-24 00:00:00,2079.04,2076.53,639.29,1672.4000244140625,
2020-02-25 00:00:00,2103.61,2099.76,656.95,1646.9000244140625,
2020-02-26 00:00:00,2076.77,2069.33,654.63,1640.0,
2020-02-27 00:00:00,2054.89,2048.23,638.17,1640.0,
2020-02-28 00:00:00,1987.01,1980.75,610.73,1564.0999755859375,
2020-03-02 00:00:00,2002.51,1995.48,627.66,1592.300048828125,
2020-03-03 00:00:00,2014.15,2005.5,626.82,1642.0999755859375,
2020-03-04 00:00:00,2059.33,2053.32,641.73,1641.0999755859375,
2020-03-05 00:00:00,2085.26,2078.16,650.19,1666.4000244140625,
2020-03-06 00:00:00,2040.22,2031.59,642.72,1670.800048828125,
2020-03-09 00:00:00,1954.77,1945.34,614.6,1674.5,
2020-03-10 00:00:00,1962.93,1955.69,619.97,1659.0999755859375,
2020-03-11 00:00:00,1908.27,1902.32,595.61,1641.4000244140625,
2020-03-12 00:00:00,1834.33,1834.12,563.49,1589.300048828125,
2020-03-13 00:00:00,1771.44,1779.62,524.0,1515.699951171875,
2020-03-16 00:00:00,1714.86,1719.43,504.51,1485.9000244140625,
2020-03-17 00:00:00,1672.44,1672.71,514.73,1524.9000244140625,
2020-03-18 00:00:00,1591.2,1590.36,485.14,1477.300048828125,
2020-03-19 00:00:00,1457.64,1467.96,428.35,1478.5999755859375,
2020-03-20 00:00:00,1566.15,1578.1,467.75,1484.0,
2020-03-23 00:00:00,1482.46,1496.41,443.76,1567.0,
2020-03-24 00:00:00,1609.97,1630.87,480.4,1660.199951171875,
2020-03-25 00:00:00,1704.76,1723.6,505.68,1632.300048828125,
2020-03-26 00:00:00,1686.24,1694.2,516.61,1650.0999755859375,
2020-03-27 00:00:00,1717.73,1725.86,522.83,1623.9000244140625,
2020-03-30 00:00:00,1717.12,1718.65,542.11,1622.0,
2020-03-31 00:00:00,1754.64,1751.12,569.07,1583.4000244140625,
2020-04-01 00:00:00,1685.46,1672.93,551.84,1578.199951171875,
2020-04-02 00:00:00,1724.86,1714.28,567.7,1625.699951171875,
2020-04-03 00:00:00,1725.44,1711.73,573.01,1633.699951171875,
2020-04-06 00:00:00,1791.88,1777.9,597.21,1677.0,
2020-04-07 00:00:00,1823.6,1807.61,606.9,1664.800048828125,
2020-04-08 00:00:00,1807.14,1786.83,607.37,1665.4000244140625,
2020-04-09 00:00:00,1836.21,1814.81,615.95,1736.199951171875,
2020-04-10 00:00:00,1860.7,1840.97,611.26,1736.199951171875,
2020-04-13 00:00:00,1825.76,1805.48,596.71,1744.800048828125,
2020-04-14 00:00:00,1857.08,1834.9,610.29,1756.699951171875,
2020-04-16 00:00:00,1857.07,1833.61,623.43,1720.4000244140625,
2020-04-17 00:00:00,1914.53,1895.39,634.79,1689.199951171875,
2020-04-20 00:00:00,1898.36,1871.72,637.82,1701.5999755859375,
2020-04-21 00:00:00,1879.38,1854.24,628.77,1678.199951171875,
2020-04-22 00:00:00,1896.15,1872.4,635.16,1728.699951171875,
2020-04-23 00:00:00,1914.73,1889.31,643.79,1733.300048828125,
2020-04-24 00:00:00,1889.01,1863.05,632.96,1723.5,
2020-04-27 00:00:00,1922.77,1895.34,646.86,1711.9000244140625,
2020-04-28 00:00:00,1934.09,1906.43,644.93,1710.5,
2020-04-29 00:00:00,1947.56,1919.56,645.18,1703.4000244140625,
2020-05-04 00:00:00,1895.37,1862.76,641.91,1706.9000244140625,
2020-05-06 00:00:00,1928.76,1896.62,658.4,1684.199951171875,
2020-05-07 00:00:00,1928.61,1893.9,668.17,1721.800048828125,
2020-05-08 00:00:00,1945.82,1910.49,682.3,1709.9000244140625,
2020-05-11 00:00:00,1935.4,1897.49,685.04,1695.300048828125,
2020-05-12 00:00:00,1922.17,1886.02,684.21,1704.4000244140625,
2020-05-13 00:00:00,1940.42,1905.65,691.53,1713.9000244140625,
2020-05-14 00:00:00,1924.96,1889.39,690.57,1738.0999755859375,
2020-05-15 00:00:00,1927.28,1888.84,691.93,1753.4000244140625,
2020-05-18 00:00:00,1937.11,1899.06,690.85,1731.800048828125,
2020-05-19 00:00:00,1980.61,1946.07,696.36,1744.199951171875,
2020-05-20 00:00:00,1989.64,1953.28,708.76,1750.5999755859375,
2020-05-21 00:00:00,1998.31,1961.41,716.02,1720.5,
2020-05-22 00:00:00,1970.13,1933.14,708.58,1734.5999755859375,
2020-05-25 00:00:00,1994.6,1958.69,719.89,1734.5999755859375,
2020-05-26 00:00:00,2029.78,1994.51,729.11,1704.800048828125,
2020-05-27 00:00:00,2031.2,1993.53,724.59,1710.300048828125,
2020-05-28 00:00:00,2028.54,1996.58,708.75,1713.300048828125,
2020-05-29 00:00:00,2029.6,1999.13,713.68,1736.9000244140625,
2020-06-01 00:00:00,2065.08,2034.52,735.72,1737.800048828125,
2020-06-02 00:00:00,2087.19,2055.12,743.58,1725.199951171875,
2020-06-03 00:00:00,2147.0,2122.99,737.66,1697.800048828125,
2020-06-04 00:00:00,2151.18,2128.24,742.37,1718.9000244140625,
2020-06-05 00:00:00,2181.87,2158.38,749.31,1676.199951171875,
2020-06-08 00:00:00,2184.29,2159.86,753.04,1698.300048828125,
2020-06-09 00:00:00,2188.92,2160.94,753.82,1714.699951171875,
2020-06-10 00:00:00,2195.69,2168.8,758.62,1713.300048828125,
2020-06-11 00:00:00,2176.78,2150.31,757.06,1732.0,
2020-06-12 00:00:00,2132.3,2107.54,746.06,1729.300048828125,
2020-06-15 00:00:00,2030.82,2010.99,693.15,1720.300048828125,
2020-06-16 00:00:00,2138.05,2117.83,735.38,1729.5999755859375,
2020-06-17 00:00:00,2141.05,2120.92,735.4,1729.199951171875,
2020-06-18 00:00:00,2133.48,2110.07,737.33,1724.800048828125,
2020-06-19 00:00:00,2141.32,2120.62,742.03,1745.9000244140625,
2020-06-22 00:00:00,2126.73,2105.62,751.64,1756.699951171875,
2020-06-23 00:00:00,2131.24,2111.33,753.23,1772.0999755859375,
2020-06-24 00:00:00,2161.51,2144.88,759.5,1765.800048828125,
2020-06-25 00:00:00,2112.37,2093.3,750.36,1762.0999755859375,
2020-06-26 00:00:00,2134.65,2119.73,750.58,1772.5,
2020-06-29 00:00:00,2093.48,2077.53,734.69,1774.800048828125,
2020-06-30 00:00:00,2108.33,2091.17,737.97,1793.0,
2020-07-01 00:00:00,2106.7,2090.96,727.58,1773.199951171875,
2020-07-02 00:00:00,2135.37,2119.9,742.55,1784.0,
2020-07-03 00:00:00,2152.41,2131.38,752.18,1784.0,
2020-07-06 00:00:00,2187.93,2162.03,759.9,1788.5,
2020-07-07 00:00:00,2164.17,2135.6,759.16,1804.199951171875,
2020-07-08 00:00:00,2158.88,2128.02,765.96,1815.5,
2020-07-09 00:00:00,2167.9,2137.88,772.9,1799.199951171875,
2020-07-10 00:00:00,2150.25,2119.74,772.81,1798.199951171875,
2020-07-13 00:00:00,2186.06,2154.47,781.19,1811.0,
2020-07-14 00:00:00,2183.61,2152.65,778.39,1810.5999755859375,
2020-07-15 00:00:00,2201.88,2173.0,781.29,1811.4000244140625,
2020-07-16 00:00:00,2183.76,2150.77,775.07,1798.699951171875,
2020-07-17 00:00:00,2201.19,2167.81,783.22,1808.300048828125,
2020-07-20 00:00:00,2198.2,2159.12,781.96,1815.9000244140625,
2020-07-21 00:00:00,2228.83,2188.51,790.58,1842.4000244140625,
2020-07-22 00:00:00,2228.66,2182.2,794.99,1864.0999755859375,
2020-07-23 00:00:00,2216.19,2167.53,801.69,1889.0999755859375,
2020-07-24 00:00:00,2200.44,2151.15,794.8,1897.300048828125,
2020-07-27 00:00:00,2217.86,2170.26,801.23,1931.0,
2020-07-28 00:00:00,2256.99,2217.33,807.85,1944.699951171875,
2020-07-29 00:00:00,2263.16,2223.52,808.59,1953.5,
2020-07-30 00:00:00,2267.01,2226.2,814.19,1942.300048828125,
2020-07-31 00:00:00,2249.37,2209.65,815.3,1962.800048828125,
2020-08-03 00:00:00,2251.04,2212.67,827.57,1966.0,
2020-08-04 00:00:00,2279.97,2237.34,835.35,2001.199951171875,
2020-08-05 00:00:00,2311.86,2271.2,847.28,2031.0999755859375,
2020-08-06 00:00:00,2342.61,2303.64,854.12,2051.5,
2020-08-07 00:00:00,2351.67,2315.26,857.63,2010.0999755859375,
2020-08-10 00:00:00,2386.38,2345.89,862.76,2024.4000244140625,
2020-08-11 00:00:00,2418.67,2380.72,860.23,1932.5999755859375,
2020-08-12 00:00:00,2432.35,2397.5,845.6,1934.9000244140625,
2020-08-13 00:00:00,2437.53,2403.21,854.77,1956.699951171875,
2020-08-14 00:00:00,2407.49,2371.15,835.03,1937.0,
2020-08-18 00:00:00,2348.24,2322.06,800.22,1999.4000244140625,
2020-08-19 00:00:00,2360.54,2327.7,818.74,1958.699951171875,
2020-08-20 00:00:00,2274.22,2239.55,791.14,1933.800048828125,
2020-08-21 00:00:00,2304.59,2273.51,796.01,1934.5999755859375,
2020-08-24 00:00:00,2329.83,2297.81,815.74,1927.699951171875,
2020-08-25 00:00:00,2366.73,2329.36,836.31,1911.800048828125,
2020-08-26 00:00:00,2369.32,2332.8,841.35,1940.699951171875,
2020-08-27 00:00:00,2344.45,2310.8,836.4,1921.5999755859375,
2020-08-28 00:00:00,2353.8,2317.55,841.3,1964.5999755859375,
2020-08-31 00:00:00,2326.17,2276.1,848.24,1967.5999755859375,
2020-09-01 00:00:00,2349.55,2296.4,853.37,1968.199951171875,
2020-09-02 00:00:00,2364.37,2306.13,866.74,1934.4000244140625,
2020-09-03 00:00:00,2395.9,2339.73,874.13,1927.5999755859375,
2020-09-04 00:00:00,2368.25,2306.46,866.04,1923.9000244140625,
2020-09-07 00:00:00,2384.22,2317.2,878.88,1923.9000244140625,
2020-09-08 00:00:00,2401.91,2343.11,878.29,1933.0,
2020-09-09 00:00:00,2375.81,2318.49,869.47,1944.699951171875,
2020-09-10 00:00:00,2396.48,2338.22,884.3,1954.199951171875,
2020-09-11 00:00:00,2396.69,2338.06,888.44,1937.800048828125,
2020-09-14 00:00:00,2427.91,2371.43,894.17,1953.0999755859375,
2020-09-15 00:00:00,2443.58,2388.2,899.46,1956.300048828125,
2020-09-16 00:00:00,2435.92,2381.14,896.28,1960.199951171875,
2020-09-17 00:00:00,2406.17,2350.49,885.18,1940.0,
2020-09-18 00:00:00,2412.4,2352.97,888.88,1952.0999755859375,
2020-09-21 00:00:00,2389.39,2333.69,866.99,1901.199951171875,
2020-09-22 00:00:00,2332.59,2282.21,842.72,1898.5999755859375,
2020-09-23 00:00:00,2333.24,2283.93,843.45,1859.9000244140625,
2020-09-24 00:00:00,2272.7,2229.92,806.95,1868.300048828125,
2020-09-25 00:00:00,2278.79,2237.07,808.28,1857.699951171875,
2020-09-28 00:00:00,2308.08,2264.25,835.91,1872.800048828125,
2020-09-29 00:00:00,2327.89,2282.98,848.15,1894.300048828125,
2020-10-05 00:00:00,2358.0,2312.86,858.39,1912.5,
2020-10-06 00:00:00,2365.9,2321.54,862.58,1901.0999755859375,
2020-10-07 00:00:00,2386.94,2343.78,869.66,1883.5999755859375,
2020-10-08 00:00:00,2391.96,2344.87,871.62,1888.5999755859375,
2020-10-12 00:00:00,2403.73,2356.03,873.5,1922.5,
2020-10-13 00:00:00,2403.15,2359.44,871.92,1888.5,
2020-10-14 00:00:00,2380.48,2335.83,861.48,1901.300048828125,
2020-10-15 00:00:00,2361.21,2317.61,844.44,1903.199951171875,
2020-10-16 00:00:00,2341.53,2302.83,833.84,1900.800048828125,
2020-10-19 00:00:00,2346.74,2307.03,822.25,1906.4000244140625,
2020-10-20 00:00:00,2358.41,2322.25,824.65,1910.4000244140625,
2020-10-21 00:00:00,2370.86,2329.38,830.67,1924.5999755859375,
2020-10-22 00:00:00,2355.05,2313.4,812.7,1901.0999755859375,
2020-10-23 00:00:00,2360.81,2318.28,807.98,1902.0,
2020-10-26 00:00:00,2343.91,2310.2,778.02,1902.699951171875,
2020-10-27 00:00:00,2330.84,2298.44,783.73,1908.800048828125,
2020-10-28 00:00:00,2345.26,2306.76,806.2,1876.199951171875,
2020-10-29 00:00:00,2326.67,2286.67,813.93,1865.5999755859375,
2020-10-30 00:00:00,2267.15,2225.23,792.65,1877.4000244140625,
2020-11-02 00:00:00,2300.16,2258.72,802.95,1890.4000244140625,
2020-11-03 00:00:00,2343.31,2299.88,818.46,1908.5,
2020-11-04 00:00:00,2357.32,2314.39,826.97,1894.5999755859375,
2020-11-05 00:00:00,2413.79,2372.73,844.8,1945.300048828125,
2020-11-06 00:00:00,2416.5,2376.97,836.78,1950.300048828125,
2020-11-09 00:00:00,2447.2,2400.72,851.21,1853.199951171875,
2020-11-10 00:00:00,2452.83,2402.75,840.79,1875.4000244140625,
2020-11-11 00:00:00,2485.87,2442.2,839.9,1860.699951171875,
2020-11-12 00:00:00,2475.62,2430.69,840.08,1872.5999755859375,
2020-11-13 00:00:00,2493.87,2451.66,839.14,1885.699951171875,
2020-11-16 00:00:00,2543.03,2504.02,847.33,1887.300048828125,
2020-11-17 00:00:00,2539.15,2500.07,839.47,1884.5,
2020-11-18 00:00:00,2545.64,2506.53,851.74,1873.5,
2020-11-19 00:00:00,2547.42,2508.85,859.94,1861.0999755859375,
2020-11-20 00:00:00,2553.5,2510.7,870.18,1872.5999755859375,
2020-11-23 00:00:00,2602.59,2565.74,873.29,1837.800048828125,
2020-11-24 00:00:00,2617.76,2581.81,872.1,1804.800048828125,
2020-11-25 00:00:00,2601.54,2567.82,865.12,1805.699951171875,
2020-11-26 00:00:00,2625.91,2594.15,874.53,1805.699951171875,
2020-11-27 00:00:00,2633.45,2597.44,885.56,1781.9000244140625,
2020-11-30 00:00:00,2591.34,2546.92,886.11,1775.699951171875,
2020-12-01 00:00:00,2634.25,2594.72,891.29,1814.0999755859375,
2020-12-02 00:00:00,2675.9,2638.53,899.34,1825.699951171875,
2020-12-03 00:00:00,2696.22,2663.22,907.61,1836.800048828125,
2020-12-04 00:00:00,2731.45,2705.76,913.76,1835.9000244140625,
2020-12-07 00:00:00,2745.44,2725.23,926.88,1861.800048828125,
2020-12-08 00:00:00,2700.93,2676.79,906.84,1870.800048828125,
2020-12-09 00:00:00,2755.47,2734.62,913.81,1834.5999755859375,
2020-12-10 00:00:00,2746.46,2718.02,921.7,1833.5999755859375,
2020-12-11 00:00:00,2770.06,2742.92,928.44,1839.800048828125,
2020-12-14 00:00:00,2762.2,2734.75,929.54,1828.699951171875,
2020-12-15 00:00:00,2756.82,2729.14,931.27,1852.300048828125,
2020-12-16 00:00:00,2771.79,2741.86,939.65,1856.0999755859375,
2020-12-17 00:00:00,2770.43,2737.12,944.04,1887.199951171875,
2020-12-18 00:00:00,2772.18,2732.18,947.24,1885.699951171875,
2020-12-21 00:00:00,2778.65,2738.07,953.58,1879.199951171875,
2020-12-22 00:00:00,2733.68,2698.03,928.73,1866.5999755859375,
2020-12-23 00:00:00,2759.82,2737.82,923.17,1874.699951171875,
2020-12-24 00:00:00,2806.86,2791.21,928.68,1879.9000244140625,
