Date,Gold_Close,Exchange_Rate,KRX 100_KRX_Close,KRX 300_KRX_Close,KRX 300 금융_KRX_Close,KRX 300 산업재_KRX_Close,KRX 300 소재_KRX_Close,KRX 300 자유소비재_KRX_Close,KRX 300 정보기술_KRX_Close,KRX 300 커뮤니케이션서비스_KRX_Close,KRX 300 필수소비재_KRX_Close,KRX 300 헬스케어_KRX_Close,KRX 건설_KRX_Close,KRX 경기소비재_KRX_Close,KRX 기계장비_KRX_Close,KRX 미디어&엔터테인먼트_KRX_Close,KRX 반도체_KRX_Close,KRX 방송통신_KRX_Close,KRX 보험_KRX_Close,KRX 에너지화학_KRX_Close,KRX 운송_KRX_Close,KRX 유틸리티_KRX_Close,KRX 은행_KRX_Close,KRX 자동차_KRX_Close,KRX 정보기술_KRX_Close,KRX 증권_KRX_Close,KRX 철강_KRX_Close,KRX 필수소비재_KRX_Close,KRX 헬스케어_KRX_Close,KTOP 30_KRX_Close,건설업_KOSPI_Close,금융업_KOSPI_Close,기계_KOSPI_Close,보험_KOSPI_Close,비금속광물_KOSPI_Close,서비스업_KOSPI_Close,섬유의복_KOSPI_Close,운수장비_KOSPI_Close,운수창고업_KOSPI_Close,유통업_KOSPI_Close,음식료품_KOSPI_Close,의료정밀_KOSPI_Close,의약품_KOSPI_Close,전기가스업_KOSPI_Close,전기전자_KOSPI_Close,제조업_KOSPI_Close,종이목재_KOSPI_Close,증권_KOSPI_Close,철강금속_KOSPI_Close,코스피_KOSPI_Close,코스피 100_KOSPI_Close,코스피 200_KOSPI_Close,코스피 200 TOP 10_KOSPI_Close,코스피 200 건설_KOSPI_Close,코스피 200 경기소비재_KOSPI_Close,코스피 200 금융_KOSPI_Close,코스피 200 비중상한 20%_KOSPI_Close,코스피 200 비중상한 25%_KOSPI_Close,코스피 200 비중상한 30%_KOSPI_Close,코스피 200 산업재_KOSPI_Close,코스피 200 생활소비재_KOSPI_Close,코스피 200 에너지/화학_KOSPI_Close,코스피 200 정보기술_KOSPI_Close,코스피 200 중공업_KOSPI_Close,코스피 200 중소형주_KOSPI_Close,코스피 200 철강/소재_KOSPI_Close,코스피 200 초대형제외 지수_KOSPI_Close,코스피 200 커뮤니케이션서비스_KOSPI_Close,코스피 200 헬스케어_KOSPI_Close,코스피 50_KOSPI_Close,코스피 대형주_KOSPI_Close,코스피 소형주_KOSPI_Close,코스피 중형주_KOSPI_Close,코스피200제외 코스피지수_KOSPI_Close,통신업_KOSPI_Close,화학_KOSPI_Close,IT H/W_KOSDAQ_Close,IT S/W & SVC_KOSDAQ_Close,IT부품_KOSDAQ_Close,건설_KOSDAQ_Close,금속_KOSDAQ_Close,금융_KOSDAQ_Close,기계·장비_KOSDAQ_Close,기타서비스_KOSDAQ_Close,기타제조_KOSDAQ_Close,디지털컨텐츠_KOSDAQ_Close,반도체_KOSDAQ_Close,방송서비스_KOSDAQ_Close,비금속_KOSDAQ_Close,섬유·의류_KOSDAQ_Close,소프트웨어_KOSDAQ_Close,오락·문화_KOSDAQ_Close,운송_KOSDAQ_Close,운송장비·부품_KOSDAQ_Close,유통_KOSDAQ_Close,음식료·담배_KOSDAQ_Close,의료·정밀기기_KOSDAQ_Close,인터넷_KOSDAQ_Close,일반전기전자_KOSDAQ_Close,정보기기_KOSDAQ_Close,제약_KOSDAQ_Close,제조업_KOSDAQ_Close,종이·목재_KOSDAQ_Close,출판·매체복제_KOSDAQ_Close,컴퓨터서비스_KOSDAQ_Close,코스닥_KOSDAQ_Close,코스닥 150_KOSDAQ_Close,코스닥 150 산업재_KOSDAQ_Close,코스닥 150 소재_KOSDAQ_Close,코스닥 150 자유소비재_KOSDAQ_Close,코스닥 150 정보기술_KOSDAQ_Close,코스닥 150 커뮤니케이션서비스_KOSDAQ_Close,코스닥 150 필수소비재_KOSDAQ_Close,코스닥 150 헬스케어_KOSDAQ_Close,코스닥 IT_KOSDAQ_Close,코스닥 글로벌_KOSDAQ_Close,코스닥 기술성장기업부_KOSDAQ_Close,코스닥 대형주_KOSDAQ_Close,코스닥 벤처기업부_KOSDAQ_Close,코스닥 소형주_KOSDAQ_Close,코스닥 우량기업부_KOSDAQ_Close,코스닥 중견기업부_KOSDAQ_Close,코스닥 중형주_KOSDAQ_Close,통신방송서비스_KOSDAQ_Close,통신서비스_KOSDAQ_Close,통신장비_KOSDAQ_Close,화학_KOSDAQ_Close
2024-06-06,2374.5,878.5,5685.22,1698.56,978.69,733.84,1661.06,1589.8,2871.1,1379.25,1240.35,2908.44,642.39,960.68,735.22,1721.13,4323.76,611.84,1918.5,2824.15,969.83,605.68,802.11,2170.97,1759.58,690.66,1752.79,1247.89,3277.89,8699.04,70.27,438.7,1426.62,19972.12,4177.53,1036.65,251.12,2608.32,1629.43,351.66,4182.72,1699.52,13481.85,729.48,28502.04,7209.8,291.36,1965.07,5136.87,2689.5,2751.69,366.44,1319.31,301.02,1700.13,786.64,349.84,361.18,365.84,650.16,886.76,1226.47,3487.12,411.15,1354.74,826.68,260.95,1668.85,1803.24,2531.99,2667.58,2380.43,3031.17,3484.23,388.35,4550.73,716.75,1434.95,1224.6,71.52,1989.15,1461.13,537.36,3863.1,877.55,774.43,2056.38,2739.76,50849.92,59.36,214.56,465.71,2884.66,4270.5,491.91,5722.94,2028.84,12868.58,1797.29,10.9,8721.34,2733.14,11661.39,2360.2,214.15,850.75,1378.13,347.78,4983.86,675.47,834.68,2241.28,406.97,3603.25,1061.47,1510.05,4863.01,1982.48,1661.41,2767.47,1889.24,1507.92,748.07,887.21,581.46,129.51,3455.79
