code,currencyCode,currencyName,country,name,date,time,recurrenceCount,basePrice,openingPrice,highPrice,lowPrice,change,changePrice,cashBuyingPrice,cashSellingPrice,ttBuyingPrice,ttSellingPrice,tcBuyingPrice,fcSellingPrice,exchangeCommission,usDollarRate,high52wPrice,high52wDate,low52wPrice,low52wDate,currencyUnit,provider,timestamp,id,modifiedAt,createdAt,signedChangePrice,signedChangeRate,changeRate
FRX.KRWJPY,JPY,엔,일본,일본 (JPY100/KRW),2024-06-05,20:01:08,379,879.97,886.76,887.41,878.82,FALL,8.27,895.36,864.58,871.35,888.59,,,2.1705,0.6407,932.92,2023-07-13,851.31,2023-11-16,100,하나은행,1717585279677,41,2024-06-05T11:01:20.000+00:00,2016-10-21T06:13:31.000+00:00,-8.27,-0.0093105467,0.0093105467
